"time","A","entity_id"
"2023-08-09T15:27:44.193+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:27:47.881+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:27:51.056+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:27:54.229+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:27:56.346+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:27:59.494+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:28:02.681+02:00","18","jk_bms_soc_current"
"2023-08-09T15:28:05.844+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:28:09.020+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:28:12.162+02:00","18","jk_bms_soc_current"
"2023-08-09T15:28:18.509+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:28:21.680+02:00","18","jk_bms_soc_current"
"2023-08-09T15:28:30.128+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:28:33.321+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:28:36.468+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:28:39.635+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:28:42.805+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:28:45.971+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:28:55.477+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:28:58.648+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:29:01.814+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:29:08.696+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:29:11.866+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:29:15.024+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:29:18.183+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:29:21.358+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:29:24.528+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:29:28.237+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:29:31.402+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:29:34.577+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:29:37.749+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:29:40.914+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:29:43.558+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:29:53.065+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:29:59.923+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:30:03.092+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:30:09.432+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:30:12.594+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:30:16.308+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:30:19.464+02:00","18","jk_bms_soc_current"
"2023-08-09T15:30:19.985+02:00","16.84","jk_bms_soc_current"
"2023-08-09T15:30:23.167+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:30:26.328+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:30:29.491+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:30:35.834+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:30:42.163+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:30:45.335+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:30:48.511+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:30:54.842+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:30:58.007+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:30:59.065+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:31:08.566+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:31:11.765+02:00","18","jk_bms_soc_current"
"2023-08-09T15:31:14.926+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:31:18.094+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:31:21.265+02:00","18","jk_bms_soc_current"
"2023-08-09T15:31:24.426+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:31:27.601+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:31:30.763+02:00","18","jk_bms_soc_current"
"2023-08-09T15:31:32.883+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:31:36.040+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:31:42.374+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:31:48.714+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:31:51.920+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:31:55.048+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:31:58.221+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:32:01.392+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:32:07.728+02:00","18","jk_bms_soc_current"
"2023-08-09T15:32:08.801+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:32:11.968+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:32:15.126+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:32:18.302+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:32:21.466+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:32:24.624+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:32:30.955+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:32:34.151+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:32:37.323+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:32:40.490+02:00","18","jk_bms_soc_current"
"2023-08-09T15:32:43.657+02:00","16.84","jk_bms_soc_current"
"2023-08-09T15:32:46.816+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:32:53.155+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:32:56.331+02:00","18","jk_bms_soc_current"
"2023-08-09T15:32:59.496+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:33:02.661+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:33:05.831+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:33:18.504+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:33:21.677+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:33:24.842+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:33:28.020+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:33:34.352+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:33:37.524+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:33:40.687+02:00","16.84","jk_bms_soc_current"
"2023-08-09T15:33:43.857+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:33:47.028+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:33:50.186+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:33:53.411+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:34:03.924+02:00","18","jk_bms_soc_current"
"2023-08-09T15:34:07.086+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:34:14.202+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:34:17.145+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:34:20.845+02:00","18","jk_bms_soc_current"
"2023-08-09T15:34:23.999+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:34:27.180+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:34:30.345+02:00","18","jk_bms_soc_current"
"2023-08-09T15:34:33.508+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:34:36.667+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:34:38.778+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:34:45.118+02:00","16.84","jk_bms_soc_current"
"2023-08-09T15:34:48.278+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:34:51.453+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:34:57.786+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:35:00.959+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:35:04.128+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:35:07.300+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:35:12.583+02:00","16.84","jk_bms_soc_current"
"2023-08-09T15:35:15.754+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:35:18.923+02:00","18","jk_bms_soc_current"
"2023-08-09T15:35:22.085+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:35:25.265+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:35:28.433+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:35:31.606+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:35:34.779+02:00","15.29","jk_bms_soc_current"
"2023-08-09T15:35:37.946+02:00","-2.71","jk_bms_soc_current"
"2023-08-09T15:35:41.112+02:00","-1.936","jk_bms_soc_current"
"2023-08-09T15:35:44.275+02:00","-3.097","jk_bms_soc_current"
"2023-08-09T15:35:47.447+02:00","-2.129","jk_bms_soc_current"
"2023-08-09T15:35:53.779+02:00","-2.71","jk_bms_soc_current"
"2023-08-09T15:35:56.949+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:36:00.123+02:00","14.33","jk_bms_soc_current"
"2023-08-09T15:36:03.286+02:00","11.62","jk_bms_soc_current"
"2023-08-09T15:36:06.463+02:00","9.68","jk_bms_soc_current"
"2023-08-09T15:36:09.619+02:00","8.518","jk_bms_soc_current"
"2023-08-09T15:36:12.789+02:00","10.26","jk_bms_soc_current"
"2023-08-09T15:36:15.964+02:00","11.62","jk_bms_soc_current"
"2023-08-09T15:36:19.133+02:00","14.52","jk_bms_soc_current"
"2023-08-09T15:36:22.302+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:36:25.470+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:36:28.645+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:36:33.931+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:36:37.091+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:36:43.428+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:36:49.773+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:36:56.111+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:36:59.270+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:37:02.972+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:37:06.136+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:37:21.454+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:37:24.618+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:37:27.794+02:00","18","jk_bms_soc_current"
"2023-08-09T15:37:34.144+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:37:40.466+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:37:43.644+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:37:44.699+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:37:51.019+02:00","18","jk_bms_soc_current"
"2023-08-09T15:38:00.545+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:38:03.716+02:00","18","jk_bms_soc_current"
"2023-08-09T15:38:06.880+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:38:10.581+02:00","18","jk_bms_soc_current"
"2023-08-09T15:38:16.911+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:38:20.132+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:38:22.715+02:00","18","jk_bms_soc_current"
"2023-08-09T15:38:25.914+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:38:29.075+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:38:32.235+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:38:38.552+02:00","18","jk_bms_soc_current"
"2023-08-09T15:38:44.898+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:38:51.244+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:38:54.423+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:38:56.518+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:38:59.688+02:00","18","jk_bms_soc_current"
"2023-08-09T15:39:02.854+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:39:06.551+02:00","18","jk_bms_soc_current"
"2023-08-09T15:39:12.886+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:39:16.057+02:00","18","jk_bms_soc_current"
"2023-08-09T15:39:19.221+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:39:22.398+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:39:25.572+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:39:31.901+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:39:33.499+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:39:37.188+02:00","18","jk_bms_soc_current"
"2023-08-09T15:39:40.356+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:39:43.531+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:39:46.692+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:39:49.865+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:39:53.032+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:39:56.195+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:39:59.366+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:40:02.536+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:40:05.703+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:40:08.881+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:40:13.101+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:40:16.272+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:40:19.435+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:40:22.598+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:40:28.955+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:40:32.111+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:40:35.272+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:40:38.442+02:00","18","jk_bms_soc_current"
"2023-08-09T15:40:41.617+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:40:44.791+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:40:46.386+02:00","18","jk_bms_soc_current"
"2023-08-09T15:40:49.545+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:40:52.718+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:40:55.885+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:40:59.041+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:41:02.197+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:41:08.560+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:41:14.902+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:41:18.069+02:00","18","jk_bms_soc_current"
"2023-08-09T15:41:23.890+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:41:27.045+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:41:33.371+02:00","18","jk_bms_soc_current"
"2023-08-09T15:41:40.253+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:41:46.582+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:41:49.757+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:41:52.918+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:41:56.621+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:41:58.723+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:42:01.883+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:42:05.598+02:00","18","jk_bms_soc_current"
"2023-08-09T15:42:08.773+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:42:11.932+02:00","18","jk_bms_soc_current"
"2023-08-09T15:42:15.107+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:42:18.808+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:42:21.968+02:00","18","jk_bms_soc_current"
"2023-08-09T15:42:25.142+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:42:39.909+02:00","18.2","jk_bms_soc_current"
"2023-08-09T15:42:43.107+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:42:46.261+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:42:49.437+02:00","18","jk_bms_soc_current"
"2023-08-09T15:42:52.583+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:42:55.758+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:42:58.929+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:43:02.094+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:43:05.257+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:43:08.427+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:43:14.772+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:43:17.933+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:43:21.103+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:43:24.270+02:00","17.04","jk_bms_soc_current"
"2023-08-09T15:43:27.985+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:43:31.164+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:43:34.324+02:00","18","jk_bms_soc_current"
"2023-08-09T15:43:41.186+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:43:47.534+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:43:48.586+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:43:51.749+02:00","17.62","jk_bms_soc_current"
"2023-08-09T15:43:54.911+02:00","17.42","jk_bms_soc_current"
"2023-08-09T15:43:58.085+02:00","17.81","jk_bms_soc_current"
"2023-08-09T15:44:01.255+02:00","17.23","jk_bms_soc_current"
"2023-08-09T15:44:04.427+02:00","17.81","jk_bms_soc_current"